"Gene.stable.ID","HGNC.symbol"
"ENSMUSG00000034320","SLC26A2"
"ENSMUSG00000053303","SLC22A9"
"ENSMUSG00000025868","HIGD2B"
"ENSMUSG00000045575","VN1R4"
"ENSMUSG00000064612","SNORD51"
"ENSMUSG00000036292","GRAMD1C"
"ENSMUSG00000064762","RNU1-73P"
"ENSMUSG00000032246","CALML4"
"ENSMUSG00000055937","KRT28"
"ENSMUSG00000095401","OR6C6"
"ENSMUSG00000027865","GDAP2"
"ENSMUSG00000069706","TAAR5"
"ENSMUSG00000045767","C5orf24"
"ENSMUSG00000119762","RNA5S7"
"ENSMUSG00000041143","TMCO4"
"ENSMUSG00000028755","CDA"
"ENSMUSG00000029518","RAB35"
"ENSMUSG00000073481","MTARC2"
"ENSMUSG00000033813","TCEA1"
"ENSMUSG00000079423","PRAMEF12"
"ENSMUSG00000079423","PRAMEF15"
"ENSMUSG00000079423","PRAMEF14"
"ENSMUSG00000079423","PRAMEF19"
"ENSMUSG00000079423","PRAMEF17"
"ENSMUSG00000079423","PRAMEF20"
"ENSMUSG00000079423","PRAMEF27"
"ENSMUSG00000079423","PRAMEF25"
"ENSMUSG00000079423","PRAMEF9"
"ENSMUSG00000079423","PRAMEF26"
"ENSMUSG00000063177","KLK3"
"ENSMUSG00000119176","RNU6-950P"
"ENSMUSG00000119176","RNU6-968P"
"ENSMUSG00000010554","METTL16"
"ENSMUSG00000006056","CALCOCO2"
"ENSMUSG00000022788","FGD4"
"ENSMUSG00000026600","SOAT1"
"ENSMUSG00000095187","OR2Y1"
"ENSMUSG00000038773","KDM3B"
"ENSMUSG00000028053","ASH1L"
"ENSMUSG00000033949","TRIM36"
"ENSMUSG00000004837","GRAP"
"ENSMUSG00000096719","MRGPRX3"
"ENSMUSG00000096719","MRGPRX2"
"ENSMUSG00000096719","MRGPRX1"
"ENSMUSG00000026234","NCL"
"ENSMUSG00000037306","MAN1C1"
"ENSMUSG00000103310","PCDHA13"
"ENSMUSG00000090112","SHPRH"
"ENSMUSG00000065539","MIR216A"
"ENSMUSG00000045232","RLN3"
"ENSMUSG00000079162","TRIM43B"
"ENSMUSG00000079162","TRIM43"
"ENSMUSG00000021024","PSMA6"
"ENSMUSG00000036027","C11orf53"
"ENSMUSG00000069273","H3C13"
"ENSMUSG00000027901","DENND2D"
"ENSMUSG00000115219","EEF1AKMT4"
"ENSMUSG00000049288","LIX1L"
"ENSMUSG00000074441","DEFA1"
"ENSMUSG00000074441","DEFA1B"
"ENSMUSG00000095667","OR7G1"
"ENSMUSG00000070639","LRRC8B"
"ENSMUSG00000022822","ABCC5"
"ENSMUSG00000008855","HDAC5"
"ENSMUSG00000028931","KCNAB2"
"ENSMUSG00000018925","HEATR9"
"ENSMUSG00000028518","PRKAA2"
"ENSMUSG00000101389","MS4A4E"
"ENSMUSG00000022855","SENP2"
"ENSMUSG00000036928","STAG3"
"ENSMUSG00000026761","ORC4"
"ENSMUSG00000060538","TMEM219"
"ENSMUSG00000028098","RNF115"
"ENSMUSG00000021738","ATXN7"
"ENSMUSG00000075105","OR4C15"
"ENSMUSG00000045598","ZNF48"
"ENSMUSG00000040423","RC3H1"
"ENSMUSG00000000276","DGKE"
"ENSMUSG00000064738","RNU1-93P"
"ENSMUSG00000066000","ZNF34"
"ENSMUSG00000026611","SPATA17"
"ENSMUSG00000004891","NES"
"ENSMUSG00000038521","C1S"
"ENSMUSG00000075289","CARNS1"
"ENSMUSG00000037236","MATR3"
"ENSMUSG00000048814","LONRF2"
"ENSMUSG00000028850","GPATCH3"
"ENSMUSG00000045302","PREB"
"ENSMUSG00000035131","BRINP3"
"ENSMUSG00000092073","PRAMEF12"
"ENSMUSG00000092073","PRAMEF15"
"ENSMUSG00000092073","PRAMEF14"
"ENSMUSG00000092073","PRAMEF19"
"ENSMUSG00000092073","PRAMEF17"
"ENSMUSG00000092073","PRAMEF20"
"ENSMUSG00000092073","PRAMEF27"
"ENSMUSG00000092073","PRAMEF25"
"ENSMUSG00000092073","PRAMEF9"
"ENSMUSG00000092073","PRAMEF26"
"ENSMUSG00000029053","PRKCZ"
"ENSMUSG00000115705","VN1R5"
"ENSMUSG00000044576","GAREM2"
"ENSMUSG00000048939","ATP13A5"
"ENSMUSG00000028631","KCNQ4"
"ENSMUSG00000040640","ERC2"
"ENSMUSG00000079019","INSL3"
"ENSMUSG00000032121","TMEM218"
"ENSMUSG00000011263","EXOC3L2"
"ENSMUSG00000019948","ACTR6"
"ENSMUSG00002076725","RNU6-1264P"
"ENSMUSG00000042846","LRRTM3"
"ENSMUSG00000032313","TMEM266"
"ENSMUSG00000026304","RAB17"
"ENSMUSG00000027202","SLC12A1"
"ENSMUSG00002076235","RN7SKP195"
"ENSMUSG00000055761","NKAIN3"
"ENSMUSG00000071646","MTA2"
"ENSMUSG00000004371","IL11"
"ENSMUSG00000033510","OTUD7A"
"ENSMUSG00000073896","OR2D3"
"ENSMUSG00000018547","PIP4K2B"
"ENSMUSG00000020105","LRIG3"
"ENSMUSG00000066037","HNRNPR"
"ENSMUSG00000060038","DHPS"
"ENSMUSG00000022629","KIF21A"
"ENSMUSG00000048832","VPS37C"
"ENSMUSG00000035529","PRDM4"
"ENSMUSG00000066500","IZUMO2"
"ENSMUSG00000026691","FMO3"
"ENSMUSG00000046999","C3orf80"
"ENSMUSG00000109497","OR5P2"
"ENSMUSG00000033880","LGALS3BP"
"ENSMUSG00000071477","ZNF777"
"ENSMUSG00000026991","PKP4"
"ENSMUSG00000041782","LAD1"
"ENSMUSG00000024181","MRPL28"
"ENSMUSG00000062868","OR7G2"
"ENSMUSG00000021228","ACOT1"
"ENSMUSG00000021228","ACOT2"
"ENSMUSG00000005360","SLC1A3"
"ENSMUSG00000032342","MTO1"
"ENSMUSG00000025374","NABP2"
"ENSMUSG00000038268","OVCA2"
"ENSMUSG00000025939","UBE2W"
"ENSMUSG00000096576","PRAMEF12"
"ENSMUSG00000096576","PRAMEF15"
"ENSMUSG00000096576","PRAMEF14"
"ENSMUSG00000096576","PRAMEF19"
"ENSMUSG00000096576","PRAMEF17"
"ENSMUSG00000096576","PRAMEF20"
"ENSMUSG00000096576","PRAMEF27"
"ENSMUSG00000096576","PRAMEF25"
"ENSMUSG00000096576","PRAMEF9"
"ENSMUSG00000096576","PRAMEF26"
"ENSMUSG00000047257","PRSS45P"
"ENSMUSG00000019971","CEP290"
"ENSMUSG00000020037","RFX4"
"ENSMUSG00000041112","ELMO1"
"ENSMUSG00000028294","CFAP206"
"ENSMUSG00000041740","RNF10"
"ENSMUSG00000055900","TMEM69"
"ENSMUSG00000027332","IVD"
"ENSMUSG00000031934","PANX1"
"ENSMUSG00000058145","ADAMTS17"
"ENSMUSG00000029598","PLBD2"
"ENSMUSG00000052962","MRPL35"
"ENSMUSG00000089019","RNU6-367P"
"ENSMUSG00000027857","TSHB"
"ENSMUSG00000049894","OR6C65"
"ENSMUSG00000057948","UNC13D"
"ENSMUSG00000059128","IFNL3"
"ENSMUSG00000032570","ATP2C1"
"ENSMUSG00000038564","IFT172"
"ENSMUSG00000110253","OR5P2"
"ENSMUSG00000033501","CRYGS"
"ENSMUSG00000026637","TRAF5"
"ENSMUSG00000020638","CMPK2"
"ENSMUSG00000028232","TMEM68"
"ENSMUSG00000057469","E2F6"
"ENSMUSG00000015312","GADD45B"
"ENSMUSG00000060212","PCNX2"
"ENSMUSG00000038170","PDE4DIP"
"ENSMUSG00000107068","PAGR1"
"ENSMUSG00000001240","RAMP2"
"ENSMUSG00000061961","OR6C70"
"ENSMUSG00000074194","ZNF791"
"ENSMUSG00000060724","VN1R5"
"ENSMUSG00000030528","BLM"
"ENSMUSG00000030062","RPN1"
"ENSMUSG00000060938","RPL26"
"ENSMUSG00000030527","CRTC3"
"ENSMUSG00000036528","PPFIBP2"
"ENSMUSG00000044676","ZNF23"
"ENSMUSG00000090862","RPS13"
"ENSMUSG00000019303","PSMC3IP"
"ENSMUSG00000072662","MANSC4"
"ENSMUSG00000034379","WDR5B"
"ENSMUSG00000010609","PSEN2"
"ENSMUSG00000046519","GOLPH3L"
"ENSMUSG00000049164","ZNF518A"
"ENSMUSG00000042268","SLC26A9"
"ENSMUSG00000020156","PWWP3A"
"ENSMUSG00000026638","IRF6"
"ENSMUSG00000047554","TMEM41B"
"ENSMUSG00000021661","ANKRA2"
"ENSMUSG00000075600","ZC3H3"
"ENSMUSG00000054046","KLK13"
"ENSMUSG00000064805","RNU2-10P"
"ENSMUSG00000064805","RNU2-58P"
"ENSMUSG00000027858","TSPAN2"
"ENSMUSG00000020212","MDM1"
"ENSMUSG00000068232","VN1R5"
"ENSMUSG00000023473","CELSR3"
"ENSMUSG00000031840","RAB3A"
"ENSMUSG00000095022","ALYREF"
"ENSMUSG00000029597","SDS"
"ENSMUSG00000095567","NOC2L"
"ENSMUSG00000031728","ZNF821"
"ENSMUSG00000020937","PLCD3"
"ENSMUSG00000029436","MMP17"
"ENSMUSG00000068917","CLK2"
"ENSMUSG00000026511","SRP9"
"ENSMUSG00000093980","OR5P2"
"ENSMUSG00000041827","OASL"
"ENSMUSG00000057723","KRT33A"
"ENSMUSG00000014778","FHOD1"
"ENSMUSG00000028618","TMEM59"
"ENSMUSG00000078812","EIF5A"
"ENSMUSG00000077625","SNORD4A"
"ENSMUSG00000026416","IL20"
"ENSMUSG00000026037","ORC2"
"ENSMUSG00000040812","AGBL2"
"ENSMUSG00000070570","SLC17A7"
"ENSMUSG00000026500","COX20"
"ENSMUSG00000024856","CDK2AP2"
"ENSMUSG00000052062","PARD3B"
"ENSMUSG00000067455","H4C15"
"ENSMUSG00002076356","RN7SKP246"
"ENSMUSG00002076356","RN7SKP160"
"ENSMUSG00000033857","ENGASE"
"ENSMUSG00000036712","CYLD"
"ENSMUSG00000026289","ATG16L1"
"ENSMUSG00000062867","IMPDH2"
"ENSMUSG00000040699","LIMD2"
"ENSMUSG00000071478","H2AC8"
"ENSMUSG00000027893","AHCYL1"
"ENSMUSG00000020691","METTL2A"
"ENSMUSG00000070380","OR3A1"
"ENSMUSG00000034330","PLCG2"
"ENSMUSG00000018548","TRIM37"
"ENSMUSG00000043487","ACOT6"
"ENSMUSG00000041205","MAP6D1"
"ENSMUSG00000002017","FAM98A"
"ENSMUSG00000022868","AHSG"
"ENSMUSG00000064181","RAB3IP"
"ENSMUSG00000062929","CFL2"
"ENSMUSG00000033983","COIL"
"ENSMUSG00000029326","ENOPH1"
"ENSMUSG00000020538","SREBF1"
"ENSMUSG00000038975","RABGGTB"
"ENSMUSG00000001891","UGP2"
"ENSMUSG00000048070","PIRT"
"ENSMUSG00000026496","PARP1"
"ENSMUSG00000030876","METTL9"
"ENSMUSG00000042064","MYO3B"
"ENSMUSG00000052562","SLC22A9"
"ENSMUSG00000001348","ACP5"
"ENSMUSG00000040843","TIPRL"
"ENSMUSG00000030316","TAMM41"
"ENSMUSG00000064262","GIMAP8"
"ENSMUSG00000036792","MBD5"
"ENSMUSG00000078619","SMARCD2"
"ENSMUSG00000020911","KRT19"
"ENSMUSG00000069722","KRTAP3-3"
"ENSMUSG00000069722","KRTAP3-2"
"ENSMUSG00000025358","CDK2"
"ENSMUSG00000032288","IMP3"
"ENSMUSG00000077547","RNU6-692P"
"ENSMUSG00000006005","TPR"
"ENSMUSG00000025380","FSCN2"
"ENSMUSG00000025175","FN3K"
"ENSMUSG00000067610","KLRC1"
"ENSMUSG00000067610","KLRC2"
"ENSMUSG00000067610","KLRC4"
"ENSMUSG00000021737","PSMD6"
"ENSMUSG00000005575","UBE2M"
"ENSMUSG00000042426","DHX29"
"ENSMUSG00000031592","PCM1"
"ENSMUSG00000095718","PRAMEF12"
"ENSMUSG00000095718","PRAMEF15"
"ENSMUSG00000095718","PRAMEF14"
"ENSMUSG00000095718","PRAMEF19"
"ENSMUSG00000095718","PRAMEF17"
"ENSMUSG00000095718","PRAMEF20"
"ENSMUSG00000095718","PRAMEF27"
"ENSMUSG00000095718","PRAMEF25"
"ENSMUSG00000095718","PRAMEF9"
"ENSMUSG00000095718","PRAMEF26"
"ENSMUSG00000019647","SEMA6A"
"ENSMUSG00000089372","RNU6-1232P"
"ENSMUSG00000027468","DEFB134"
"ENSMUSG00000007836","HNRNPA0"
"ENSMUSG00000119543","RNU6-22P"
"ENSMUSG00000028953","ABCF2-H2BE1"
"ENSMUSG00000049287","IBA57"
"ENSMUSG00000111184","THSD8"
"ENSMUSG00000096740","LBHD1"
"ENSMUSG00000028998","TOMM7"
"ENSMUSG00000002031","IFT46"
"ENSMUSG00000034762","GLIS1"
"ENSMUSG00000070873","LILRA6"
"ENSMUSG00000070873","LILRB5"
"ENSMUSG00000070873","LILRB3"
"ENSMUSG00000070873","LILRA5"
"ENSMUSG00000070873","LILRA4"
"ENSMUSG00000020234","C19orf71"
"ENSMUSG00000029706","PAX4"
"ENSMUSG00000092349","SMIM40"
"ENSMUSG00000052316","LRRC15"
"ENSMUSG00000018476","KDM6B"
"ENSMUSG00000022787","WDR53"
"ENSMUSG00000030945","ACSM2A"
"ENSMUSG00000030945","ACSM2B"
"ENSMUSG00000000056","NARF"
"ENSMUSG00000025393","ATP5F1B"
"ENSMUSG00000023236","SCG5"
"ENSMUSG00000020900","MYH10"
"ENSMUSG00000035198","TUBG1"
"ENSMUSG00000048039","ISG20L2"
"ENSMUSG00000044134","PHETA1"
"ENSMUSG00000060803","GSTP1"
"ENSMUSG00002076623","RN7SKP70"
"ENSMUSG00000015966","IL17RB"
"ENSMUSG00000033760","RBM4B"
"ENSMUSG00000032584","MST1R"
"ENSMUSG00000035629","RUBCN"
"ENSMUSG00000100016","OR4C15"
"ENSMUSG00000045326","FNDC7"
"ENSMUSG00000033610","PANK1"
"ENSMUSG00000037432","FER1L5"
"ENSMUSG00000028698","PIK3R3"
"ENSMUSG00000028698","P3R3URF-PIK3R3"
"ENSMUSG00000028184","ADGRL2"
"ENSMUSG00000030292","SMCO2"
"ENSMUSG00000070822","ZSCAN18"
"ENSMUSG00000032458","COPB2"
"ENSMUSG00000032480","DHX30"
"ENSMUSG00000066027","PRAMEF12"
"ENSMUSG00000066027","PRAMEF15"
"ENSMUSG00000066027","PRAMEF14"
"ENSMUSG00000066027","PRAMEF19"
"ENSMUSG00000066027","PRAMEF17"
"ENSMUSG00000066027","PRAMEF20"
"ENSMUSG00000066027","PRAMEF27"
"ENSMUSG00000066027","PRAMEF25"
"ENSMUSG00000066027","PRAMEF9"
"ENSMUSG00000066027","PRAMEF26"
"ENSMUSG00000109809","C2orf66"
"ENSMUSG00000030243","RECQL"
"ENSMUSG00000070855","OR10AG1"
"ENSMUSG00000036591","ARHGAP21"
"ENSMUSG00000056822","OR2L13"
"ENSMUSG00000001569","NOM1"
"ENSMUSG00000029675","ELN"
"ENSMUSG00002075210","RNVU1-25"
"ENSMUSG00002075210","RNVU1-26"
"ENSMUSG00002075210","RNVU1-24"
"ENSMUSG00000060261","GTF2I"
"ENSMUSG00000042888","PRR30"
"ENSMUSG00000026028","TRAK2"
"ENSMUSG00000080465","SNORD94"
"ENSMUSG00000022814","UMPS"
"ENSMUSG00000035984","NME5"
"ENSMUSG00000095932","VN1R5"
"ENSMUSG00000054106","PRSS1"
"ENSMUSG00000054106","PRSS2"
"ENSMUSG00000078137","ANKRD63"
"ENSMUSG00000078656","VPS25"
"ENSMUSG00000041161","OTUD3"
"ENSMUSG00000098650","COMMD1"
"ENSMUSG00000018166","ERBB3"
"ENSMUSG00000021238","ALDH6A1"
"ENSMUSG00000028360","SLC44A5"
"ENSMUSG00000052911","LAMB2"
"ENSMUSG00000043274","OR10AG1"
"ENSMUSG00000040703","CYP2S1"
"ENSMUSG00000024176","SOX8"
"ENSMUSG00000050493","FAM167B"
"ENSMUSG00000088323","SCARNA18B"
"ENSMUSG00000000776","POLR3D"
"ENSMUSG00000031791","TMEM38A"
"ENSMUSG00000060743","H3-3A"
"ENSMUSG00000041681","IAPP"
"ENSMUSG00000029184","OR12D3"
"ENSMUSG00000056457","PRL"
"ENSMUSG00000000682","CD52"
"ENSMUSG00000003346","ABHD17A"
"ENSMUSG00000038517","TBKBP1"
"ENSMUSG00000037583","NR0B2"
"ENSMUSG00000031924","CYB5B"
"ENSMUSG00000030761","MYO7A"
"ENSMUSG00000020928","HIGD1B"
"ENSMUSG00000031737","IRX5"
"ENSMUSG00000037001","ZNF570"
"ENSMUSG00000001143","LMAN2L"
"ENSMUSG00000074155","KLK5"
"ENSMUSG00000010095","SLC3A2"
"ENSMUSG00000096486","ATP5MG"
"ENSMUSG00000046605","B3GNTL1"
"ENSMUSG00000033306","LPP"
"ENSMUSG00000046861","HECTD3"
"ENSMUSG00000027355","TMCO5A"
"ENSMUSG00000028675","PNRC2"
"ENSMUSG00000051550","ZNF579"
"ENSMUSG00000090124","UGT1A6"
"ENSMUSG00000018986","SLFN12"
"ENSMUSG00000018986","SLFN12L"
"ENSMUSG00000095721","KRTAP4-5"
"ENSMUSG00000095721","KRTAP9-1"
"ENSMUSG00000020876","SNX11"
"ENSMUSG00000063590","SLC22A9"
"ENSMUSG00000030538","CIB1"
"ENSMUSG00000069206","ZNF429"
"ENSMUSG00000030304","ERGIC2"
"ENSMUSG00000005232","G6PC2"
"ENSMUSG00000045267","TAS2R1"
"ENSMUSG00000028664","EPHB2"
"ENSMUSG00000034738","NOSTRIN"
"ENSMUSG00000064689","RNU6-1175P"
"ENSMUSG00000002664","PSPN"
"ENSMUSG00000026627","PACC1"
"ENSMUSG00000051378","KIF18B"
"ENSMUSG00000052234","EPX"
"ENSMUSG00000039031","ARHGAP18"
"ENSMUSG00000025153","FASN"
"ENSMUSG00000059824","DBP"
"ENSMUSG00000092401","OR14C36"
"ENSMUSG00000072511","HHLA1"
"ENSMUSG00000002732","FKBP7"
"ENSMUSG00000027367","STARD7"
"ENSMUSG00000024330","COL11A2"
"ENSMUSG00000039768","DNAJC11"
"ENSMUSG00000051050","SPINK14"
"ENSMUSG00000064512","RNU1-123P"
"ENSMUSG00000060404","OR2W1"
"ENSMUSG00000040111","GRAMD1B"
"ENSMUSG00000115799","VN1R5"
"ENSMUSG00000028794","A3GALT2"
"ENSMUSG00000043541","DNAI7"
"ENSMUSG00002075283","RNU6-638P"
"ENSMUSG00000041124","MSANTD4"
"ENSMUSG00000063406","TMED5"
"ENSMUSG00000011658","FUZ"
"ENSMUSG00000036500","ALPP"
"ENSMUSG00000036500","ALPG"
"ENSMUSG00000036500","ALPI"
"ENSMUSG00000033285","WDR3"
"ENSMUSG00000075316","SCN9A"
"ENSMUSG00000077535","RNU6-539P"
"ENSMUSG00000032413","RASA2"
"ENSMUSG00000026404","DDX59"
"ENSMUSG00000073723","PRAMEF12"
"ENSMUSG00000073723","PRAMEF15"
"ENSMUSG00000073723","PRAMEF14"
"ENSMUSG00000073723","PRAMEF19"
"ENSMUSG00000073723","PRAMEF17"
"ENSMUSG00000073723","PRAMEF20"
"ENSMUSG00000073723","PRAMEF27"
"ENSMUSG00000073723","PRAMEF25"
"ENSMUSG00000073723","PRAMEF9"
"ENSMUSG00000073723","PRAMEF26"
"ENSMUSG00000065458","MIR181B1"
"ENSMUSG00000046556","ZNF319"
"ENSMUSG00000054087","FBXW12"
"ENSMUSG00000009894","SNAP47"
"ENSMUSG00000044811","CD300C"
"ENSMUSG00000040433","ZBTB38"
"ENSMUSG00000116275","ZC3H11A"
"ENSMUSG00000116275","ZC3H11B"
"ENSMUSG00000061589","DOT1L"
"ENSMUSG00000040505","ABCG5"
"ENSMUSG00000065493","MIR34A"
"ENSMUSG00000078505","AADACL4"
"ENSMUSG00000036938","PRSS1"
"ENSMUSG00000036938","PRSS2"
"ENSMUSG00000070867","TRABD2B"
"ENSMUSG00000107573","OR2Y1"
"ENSMUSG00000036091","HYAL3"
"ENSMUSG00000038768","DEGS1"
"ENSMUSG00000054988","AGTR1"
"ENSMUSG00000022832","ROPN1B"
"ENSMUSG00000022832","ROPN1"
"ENSMUSG00000043257","PIGV"
"ENSMUSG00000022357","KLHL38"
"ENSMUSG00000071650","GANAB"
"ENSMUSG00000060459","KNG1"
"ENSMUSG00000027702","LRRC34"
"ENSMUSG00000042302","EHBP1"
"ENSMUSG00000020527","MYO19"
"ENSMUSG00000028621","CYB5RL"
"ENSMUSG00000102439","FLG"
"ENSMUSG00000029267","MTF2"
"ENSMUSG00000024379","TSLP"
"ENSMUSG00000000127","FER"
"ENSMUSG00000032131","ABCG4"
"ENSMUSG00000062380","TUBB3"
"ENSMUSG00000044581","C2orf16"
"ENSMUSG00000031661","NKD1"
"ENSMUSG00000026459","MYOG"
"ENSMUSG00000030156","CD69"
"ENSMUSG00000031805","JAK3"
"ENSMUSG00000037406","HTRA4"
"ENSMUSG00000006699","CDC42"
"ENSMUSG00000030167","KLRC1"
"ENSMUSG00000028782","ADGRB2"
"ENSMUSG00000020477","MRPS24"
"ENSMUSG00000026478","LAMC1"
"ENSMUSG00000028845","TEKT2"
"ENSMUSG00000068452","DUOX2"
"ENSMUSG00000038486","SV2A"
"ENSMUSG00000073421","HLA-DQB1"
"ENSMUSG00000032661","OAS3"
"ENSMUSG00000017718","AFMID"
"ENSMUSG00000063651","CNFN"
"ENSMUSG00000043004","GNG2"
"ENSMUSG00000030341","TNFRSF1A"
"ENSMUSG00000059022","KCP"
"ENSMUSG00000040264","GBP2"
"ENSMUSG00000078622","CCDC47"
"ENSMUSG00000005161","PRDX2"
"ENSMUSG00000065430","MIR26A2"
"ENSMUSG00000057060","SLC35F3"
"ENSMUSG00000078490","CFAP74"
"ENSMUSG00000022840","ADCY5"
"ENSMUSG00000053398","PHGDH"
"ENSMUSG00000020646","MBOAT2"
"ENSMUSG00000056856","JAKMIP3"
"ENSMUSG00000028069","GPATCH4"
"ENSMUSG00000053841","TXLNA"
"ENSMUSG00002076226","RNU6-692P"
"ENSMUSG00000030088","ALDH1L1"
"ENSMUSG00000041598","CDC42EP4"
"ENSMUSG00002075525","SNORA16A"
"ENSMUSG00000030050","GKN1"
"ENSMUSG00000020770","UNK"
"ENSMUSG00000037196","PACRG"
"ENSMUSG00000038371","SBF2"
"ENSMUSG00002076501","RN7SKP141"
"ENSMUSG00002076501","RN7SKP288"
"ENSMUSG00002076501","RN7SKP122"
"ENSMUSG00000033499","LARP4B"
"ENSMUSG00002076083","KLHL17"
"ENSMUSG00000065479","MIR125A"
"ENSMUSG00000039219","ARID4B"
"ENSMUSG00000015484","FAM163A"
"ENSMUSG00000070524","FCRLB"
"ENSMUSG00000001794","CAPNS1"
"ENSMUSG00000054091","C4orf3"
"ENSMUSG00000020739","NUP85"
"ENSMUSG00000032407","U2SURP"
"ENSMUSG00000068335","DOK1"
"ENSMUSG00000043059","ZNF513"
"ENSMUSG00000061393","ACVR2B"
"ENSMUSG00000074637","SOX2"
"ENSMUSG00000040731","EIF4H"
"ENSMUSG00000023051","TARBP2"
"ENSMUSG00000075229","MIX23"
"ENSMUSG00000003345","CSNK1G2"
"ENSMUSG00000041617","CCDC74B"
"ENSMUSG00000041617","CCDC74A"
"ENSMUSG00000046753","CCDC66"
"ENSMUSG00000024393","PRRC2A"
"ENSMUSG00002076893","RNU1-38P"
"ENSMUSG00000005681","APOA2"
"ENSMUSG00000028676","SRSF10"
"ENSMUSG00000036309","SKP1"
"ENSMUSG00000006014","PRG4"
"ENSMUSG00000069189","ZDHHC11B"
"ENSMUSG00000069189","ZDHHC11"
"ENSMUSG00000022512","CLDN1"
"ENSMUSG00000035762","TMEM161B"
"ENSMUSG00000096485","OR5B3"
"ENSMUSG00000006673","QRICH1"
"ENSMUSG00000088275","RNU6-861P"
"ENSMUSG00000033419","SNAP91"
"ENSMUSG00000052818","OR6C76"
"ENSMUSG00000021670","HMGCR"
"ENSMUSG00000035420","FAM170A"
"ENSMUSG00000035992","FNIP1"
"ENSMUSG00000022534","MEFV"
"ENSMUSG00000059668","KRT4"
"ENSMUSG00000088922","RNU6-1229P"
"ENSMUSG00000038891","PRL"
"ENSMUSG00000049561","OR10C1"
"ENSMUSG00000052155","ACVR2A"
"ENSMUSG00000028134","PTBP2"
"ENSMUSG00000031493","GGN"
"ENSMUSG00000020395","ITK"
"ENSMUSG00000041722","KHDC1"
"ENSMUSG00000064288","H4-16"
"ENSMUSG00000032737","INPPL1"
"ENSMUSG00000044485","KLK3"
"ENSMUSG00000063116","OR3A1"
"ENSMUSG00000021288","KLC1"
"ENSMUSG00000030284","CRELD1"
"ENSMUSG00000051243","ISLR2"
"ENSMUSG00000025245","LZTFL1"
"ENSMUSG00000035692","ISG15"
"ENSMUSG00000040187","ARNTL2"
"ENSMUSG00000090553","SNRPE"
"ENSMUSG00000026114","CNGA3"
"ENSMUSG00000013973","DEDD"
"ENSMUSG00000046150","OR8B3"
"ENSMUSG00000046150","OR8B2"
"ENSMUSG00000026546","CFAP45"
"ENSMUSG00000112129","PBLD"
"ENSMUSG00000025408","DDIT3"
"ENSMUSG00000040829","ZMYND15"
"ENSMUSG00000115170","VN1R5"
"ENSMUSG00000096436","OR5AN1"
"ENSMUSG00000076430","HUS1B"
"ENSMUSG00000038299","WDR36"
"ENSMUSG00000021814","ANXA7"
"ENSMUSG00000037533","RAPGEF6"
"ENSMUSG00000040717","IL17RD"
"ENSMUSG00000046718","BST2"
"ENSMUSG00000037405","ICAM1"
"ENSMUSG00000031787","KATNB1"
"ENSMUSG00000112653","KRTAP4-5"
"ENSMUSG00000112653","KRTAP9-1"
"ENSMUSG00000077783","RNU2-60P"
"ENSMUSG00000091490","TRIML2"
"ENSMUSG00000030155","CLEC2D"
"ENSMUSG00000021939","CTSB"
"ENSMUSG00000065700","RNU6-446P"
"ENSMUSG00000000632","SEZ6"
"ENSMUSG00000036377","CRACD"
"ENSMUSG00000060441","TRIM5"
"ENSMUSG00000021639","GTF2H2C"
"ENSMUSG00000053318","SLAMF8"
"ENSMUSG00000095640","OR5AN1"
"ENSMUSG00000027104","ATF2"
"ENSMUSG00000040506","AMBRA1"
"ENSMUSG00000065407","MIR135A1"
"ENSMUSG00000038352","ARL5C"
"ENSMUSG00000077431","RNU6-108P"
"ENSMUSG00000006218","FAM131C"
"ENSMUSG00000035211","XRRA1"
"ENSMUSG00000024070","PRKD3"
"ENSMUSG00000064584","RNU1-141P"
"ENSMUSG00000032479","MAP4"
"ENSMUSG00000070738","DGKD"
"ENSMUSG00000025856","PDGFA"
"ENSMUSG00000030588","YIF1B"
"ENSMUSG00000029503","P2RX2"
"ENSMUSG00000031639","TLR3"
"ENSMUSG00000050989","SELENON"
"ENSMUSG00000065745","RNU1-130P"
"ENSMUSG00000065745","RNVU1-22"
"ENSMUSG00000065745","RNVU1-21"
"ENSMUSG00000015957","WNT11"
"ENSMUSG00000038569","RAD9B"
"ENSMUSG00000052229","GPR17"
"ENSMUSG00000022479","VDR"
"ENSMUSG00000040146","RGL3"
"ENSMUSG00000094870","ZNF131"
"ENSMUSG00000098140","TMEM184A"
"ENSMUSG00000049612","OMG"
"ENSMUSG00000026587","ASTN1"
"ENSMUSG00000031584","GSR"
"ENSMUSG00000057464","OR6B3"
"ENSMUSG00000057464","OR6B2"
"ENSMUSG00000064529","RNU6-608P"
"ENSMUSG00000054792","KLHL18"
"ENSMUSG00000047720","KLRC1"
"ENSMUSG00000047720","KLRC2"
"ENSMUSG00000047720","KLRC4"
"ENSMUSG00000059994","FCRL1"
"ENSMUSG00000020122","EGFR"
"ENSMUSG00000012126","UBXN11"
"ENSMUSG00000035228","CCDC106"
"ENSMUSG00000075167","OR5T2"
"ENSMUSG00000020818","MFSD11"
"ENSMUSG00000065512","MIR138-2"
"ENSMUSG00000078032","MIR372"
"ENSMUSG00000048307","ANKRD46"
"ENSMUSG00000051316","TAF7"
"ENSMUSG00000022791","TNK2"
